"CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM
Độc lập – Tự do – Hạnh phúc
7,1.000110.H12,Thủ tục đăng ký khai sinh có yếu tố nước ngoài tại khu vực biên giới,1242/QĐ-UBND,Công dân Việt Nam,Hộ tịch (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
8,1.007809,"Sử dụng tạm thời một phần hè phố tuyên truyền chủ trương, chính sách của Đảng và pháp luật của Nhà nước","1544/QĐ-UBND (TTHC đặc thù, Sở GTVT)",Công dân Việt Nam,Đường bộ (Bộ Xây dựng),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
9,1.007812,"Sử dụng tạm thời một phần hè phố làm điểm trông, giữ xe phục vụ hoạt động văn hóa, thể thao, diễu hành, lễ hội","1544/QĐ-UBND (TTHC đặc thù, Sở GTVT)",Công dân Việt Nam,Đường bộ (Bộ Xây dựng),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
10,1.007815,"Sử dụng tạm thời một phần hè phố làm điểm trung chuyển vật liệu, phế thải xây dựng để phục vụ thi công công trình của hộ gia đình","1544/QĐ-UBND (TTHC đặc thù, Sở GTVT)",Công dân Việt Nam,Đường bộ (Bộ Xây dựng),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
11,1.007818,Sử dụng tạm thời một phần lòng đường làm điểm trung chuyển rác thải sinh hoạt của doanh nghiệp vệ sinh môi trường đô thị,"1544/QĐ-UBND (TTHC đặc thù, Sở GTVT)",Công dân Việt Nam,Đường bộ (Bộ Xây dựng),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
12,1.007819,"Sử dụng tạm thời một phần hè phố, lòng đường làm điểm trông, giữ xe có thu phí","1544/QĐ-UBND (TTHC đặc thù, Sở GTVT)",Công dân Việt Nam,Đường bộ (Bộ Xây dựng),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
13,1.007820,"Sử dụng tạm thời một phần lòng đường làm điểm trông, giữ xe ô tô phục vụ hoạt động văn hóa, thể thao, diễu hành, lễ hội","1544/QĐ-UBND (TTHC đặc thù, Sở GTVT)",Công dân Việt Nam,Đường bộ (Bộ Xây dựng),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
14,1.007821,"Gia hạn sử dụng tạm thời một phần hè phố làm điểm trung chuyển vật liệu, phế thải xây dựng để phục vụ thi công công trình của hộ gia đình","1544/QĐ-UBND (TTHC đặc thù, Sở GTVT)",Công dân Việt Nam,Đường bộ (Bộ Xây dựng),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
15,1.007822,Gia hạn sử dụng tạm thời một phần lòng đường làm điểm trung chuyển rác thải sinh hoạt của doanh nghiệp vệ sinh môi trường đô thị,"1544/QĐ-UBND (TTHC đặc thù, Sở GTVT)",Công dân Việt Nam,Đường bộ (Bộ Xây dựng),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
16,1.007823,"Gia hạn sử dụng tạm thời một phần hè phố, lòng đường làm điểm trông, giữ xe có thu phí","1544/QĐ-UBND (TTHC đặc thù, Sở GTVT)",Công dân Việt Nam,Đường bộ (Bộ Xây dựng),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
17,1.007867,Cấp lại biển số nhà theo nhu cầu của chủ sở hữu hoặc người quản lý sử dụng nhà,"155/QĐ-UBND (TTHC đặc thù, SXD)","Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)",Hoạt động xây dựng (Bộ Xây dựng),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
18,1.007868,Đánh số và gắn biển số nhà theo nhu cầu của chủ sở hữu hoặc người quản lý sử dụng nhà,"155/QĐ-UBND (TTHC đặc thù, SXD)","Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)",Hoạt động xây dựng (Bộ Xây dựng),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
19,2.002096.000.00.00.H12,Cấp Giấy chứng nhận sản phẩm công nghiệp nông thôn tiêu biểu cấp xã,1249/QĐ-UBND,"Tổ chức (không bao gồm doanh nghiệp, HTX)",Công nghiệp địa phương (Bộ Công Thương),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
20,1.000713.000.00.00.H12,Cấp Chứng nhận trường tiểu học đạt kiểm định chất lượng giáo dục,1259/QĐ-UBND,"Tổ chức (không bao gồm doanh nghiệp, HTX)",Kiểm định chất lượng giáo dục (Bộ Giáo dục và Đào tạo),UBND tỉnh Cà Mau,Cấp Tỉnh; Cấp Xã,Công khai,,,
21,1.000711.000.00.00.H12,Cấp Chứng nhận trường trung học đạt kiểm định chất lượng giáo dục,1259/QĐ-UBND,"Tổ chức (không bao gồm doanh nghiệp, HTX)",Kiểm định chất lượng giáo dục (Bộ Giáo dục và Đào tạo),UBND tỉnh Cà Mau,Cấp Tỉnh; Cấp Xã,Công khai,,,
22,1.000691.000.00.00.H12,Công nhận trường trung học đạt chuẩn Quốc gia,1259/QĐ-UBND,"Tổ chức (không bao gồm doanh nghiệp, HTX)",Giáo dục và Đào tạo thuộc hệ thống giáo dục quốc dân (Bộ Giáo dục và Đào tạo),UBND tỉnh Cà Mau,Cấp Tỉnh; Cấp Xã,Công khai,,,
23,1.000280.000.00.00.H12,Công nhận trường tiểu học đạt chuẩn quốc gia,1259/QĐ-UBND,"Tổ chức (không bao gồm doanh nghiệp, HTX)",Giáo dục và Đào tạo thuộc hệ thống giáo dục quốc dân (Bộ Giáo dục và Đào tạo),UBND tỉnh Cà Mau,Cấp Tỉnh; Cấp Xã,Công khai,,,
24,2.001396.000.00.00.H12,Trợ cấp hàng tháng đối với thanh niên xung phong đã hoàn thành nhiệm vụ trong kháng chiến,1274/QĐ-UBND,Công dân Việt Nam,Người có công (Bộ Nội vụ),UBND tỉnh Cà Mau,Cấp Tỉnh; Cấp Xã; Cơ quan khác,Công khai,,,
25,2.001960.000.00.00.H12,"Cấp chính sách nội trú cho học sinh, sinh viên tham gia chương trình đào tạo trình độ cao đẳng, trung cấp tại các cơ sở giáo dục nghề nghiệp tư thục hoặc cơ sở giáo dục có vốn đầu tư nước ngoài",1724/QĐ-UBND,Công dân Việt Nam,Giáo dục nghề nghiệp (G07-LĐ06) (Bộ Giáo dục và Đào tạo),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
26,1.000715.000.00.00.H12,Cấp Chứng nhận trường mầm non đạt kiểm định chất lượng giáo dục,1259/QĐ-UBND,"Tổ chức (không bao gồm doanh nghiệp, HTX)",Kiểm định chất lượng giáo dục (Bộ Giáo dục và Đào tạo),UBND tỉnh Cà Mau,Cấp Tỉnh; Cấp Xã,Công khai,,,
27,1.000288.000.00.00.H12,Công nhận trường mầm non đạt chuẩn Quốc gia,1259/QĐ-UBND,"Tổ chức (không bao gồm doanh nghiệp, HTX)",Giáo dục và Đào tạo thuộc hệ thống giáo dục quốc dân (Bộ Giáo dục và Đào tạo),UBND tỉnh Cà Mau,Cấp Tỉnh; Cấp Xã,Công khai,,,
28,2.001157.000.00.00.H12,Trợ cấp một lần đối với thanh niên xung phong đã hoàn thành nhiệm vụ trong kháng chiến,1274/QĐ-UBND,Công dân Việt Nam,Người có công (Bộ Nội vụ),UBND tỉnh Cà Mau,Cấp Tỉnh; Cấp Xã; Cơ quan khác,Công khai,,,
29,2.000635.000.00.00.H12,"Cấp bản sao Trích lục hộ tịch, bản sao Giấy khai sinh",1242/QĐ-UBND,"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)",Hộ tịch (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Tỉnh; Cấp Xã,Công khai,"Tờ khai đề nghị bản sao Trích lục hộ tịch theo mẫu trong trường hợp người yêu cầu là cá nhân hoặc Văn bản yêu cầu cấp bản sao Trích lục hộ tịch nêu rõ lý do trong trường hợp người yêu cầu là cơ quan, tổ chức (nếu người có yêu cầu lựa chọn nộp hồ sơ theo hình thức trực tiếp)",2.000635.000.00.00.H12/18.TKyeucaubansaotrichluchotich.docx,18.TKyeucaubansaotrichluchotich.docx
30,1.001257.000.00.00.H12,"Giải quyết trợ cấp một lần đối với người có thành tích tham gia kháng chiến đã được tặng Bằng khen của Thủ tướng Chính phủ, Bằng khen của Chủ tịch Hội đồng Bộ trưởng hoặc Bằng khen của Bộ trưởng, Thủ trưởng cơ quan ngang bộ, Thủ trưởng cơ quan thuộc Chính phủ, Bằng khen của Chủ tịch Ủy ban nhân dân tỉnh, thành phố trực thuộc Trung ương",1274/QĐ-UBND,Công dân Việt Nam,Người có công (Bộ Nội vụ),UBND tỉnh Cà Mau,Cấp Tỉnh; Cấp Xã,Công khai,,,
31,1.001776.000.00.00.H12,"Thực hiện, điều chỉnh, thôi hưởng trợ cấp xã hội hàng tháng, hỗ trợ kinh phí chăm sóc, nuôi dưỡng hàng tháng",1719/QĐ-UBND,Công dân Việt Nam,Bảo trợ xã hội (Bộ Y tế),UBND tỉnh Cà Mau,Cấp Xã,Công khai,"Tờ khai của đối tượng ( theo Mẫu số 1a, 1b, 1c, 1d, 1đ ban hành kèm theo Nghị định số 20/2021/NĐ-CP).",1.001776.000.00.00.H12/Mus1d.docx,Mus1d.docx
,,,,,,,,,,1.001776.000.00.00.H12/Mus1b.docx,Mus1b.docx
,,,,,,,,,,1.001776.000.00.00.H12/Mus1a.docx,Mus1a.docx
,,,,,,,,,,1.001776.000.00.00.H12/Mus1c.docx,Mus1c.docx
,,,,,,,,,,1.001776.000.00.00.H12/Mus1.docx,Mus1.docx
32,2.000908.000.00.00.H12,Thủ tục cấp bản sao từ sổ gốc,1315/QĐ-UBND,"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)",Chứng thực (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Bộ; Cấp Tỉnh; Cấp Xã; Cơ quan khác,Công khai,,,
33,2.000913.000.00.00.H12,"Chứng thực việc sửa đổi, bổ sung, hủy bỏ hợp đồng, giao dịch",1315/QĐ-UBND,"Công dân Việt Nam; Cán bộ, công chức, viên chức; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX)",Chứng thực (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
34,2.000927.000.00.00.H12,"Thủ tục sửa lỗi sai sót trong hợp đồng, giao dịch",1315/QĐ-UBND,"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài; Cán bộ, công chức, viên chức; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX)",Chứng thực (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
35,2.000942.000.00.00.H12,"Thủ tục cấp bản sao có chứng thực từ bản chính hợp đồng, giao dịch đã được chứng thực",1315/QĐ-UBND,"Công dân Việt Nam; Cán bộ, công chức, viên chức; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX)",Chứng thực (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
36,2.000815.000.00.00.H12,"Chứng thực bản sao từ bản chính giấy tờ, văn bản do cơ quan, tổ chức có thẩm quyền của Việt Nam; cơ quan, tổ chức có thẩm quyền của nước ngoài; cơ quan, tổ chức có thẩm quyền của Việt Nam liên kết với cơ quan, tổ chức có thẩm quyền của nước ngoài cấp hoặc chứng nhận",1315/QĐ-UBND,"Công dân Việt Nam; Cán bộ, công chức, viên chức; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Hợp tác xã",Chứng thực (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Bộ; Cấp Tỉnh; Cấp Xã,Công khai,,,
37,2.000884.000.00.00.H12,"Thủ tục chứng thực chữ ký trong các giấy tờ, văn bản (áp dụng cho cả trường hợp chứng thực điểm chỉ và trường hợp người yêu cầu chứng thực không thể ký, không thể điểm chỉ được)",1315/QĐ-UBND,"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Cán bộ, công chức, viên chức; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Hợp tác xã",Chứng thực (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Bộ; Cấp Tỉnh; Cấp Xã,Công khai,,,
38,1.004946.000.00.00.H12,Áp dụng các biện pháp can thiệp khẩn cấp hoặc tạm thời cách ly trẻ em khỏi môi trường hoặc người gây tổn hại cho trẻ em,1721/QĐ-UBND,Công dân Việt Nam,Trẻ em (Bộ Y tế),UBND tỉnh Cà Mau,Cấp Tỉnh; Cấp Xã,Công khai,,,
39,1.006390.000.00.00.H12,"Cho phép trường mẫu giáo, trường mầm non, nhà trẻ hoạt động giáo dục",1259/QĐ-UBND,"Doanh nghiệp; Tổ chức (không bao gồm doanh nghiệp, HTX)",Giáo dục mầm non (Bộ Giáo dục và Đào tạo),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
40,1.004563.000.00.00.H12,"Sáp nhập, chia, tách trường tiểu học",1259/QĐ-UBND,"Công dân Việt Nam; Doanh nghiệp; Tổ chức (không bao gồm doanh nghiệp, HTX)",Giáo dục tiểu học (Bộ Giáo dục và Đào tạo),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
41,1.004552.000.00.00.H12,Cho phép trường tiểu học hoạt động giáo dục trở lại,1259/QĐ-UBND,"Tổ chức (không bao gồm doanh nghiệp, HTX)",Giáo dục tiểu học (Bộ Giáo dục và Đào tạo),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
42,1.001639.000.00.00.H12,"Giải thể trường tiểu học (theo đề nghị của tổ chức, cá nhân đề nghị thành lập trường tiểu học)",1259/QĐ-UBND,"Công dân Việt Nam; Doanh nghiệp; Tổ chức (không bao gồm doanh nghiệp, HTX)",Giáo dục tiểu học (Bộ Giáo dục và Đào tạo),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
43,1.004944.000.00.00.H12,Chấm dứt việc chăm sóc thay thế cho trẻ em,1721/QĐ-UBND,"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)",Trẻ em (Bộ Y tế),UBND tỉnh Cà Mau,Cấp Tỉnh; Cấp Xã,Công khai,,,
44,2.001947.000.00.00.H12,"Phê duyệt kế hoạch hỗ trợ, can thiệp đối với trẻ em bị xâm hại hoặc có nguy cơ bị bạo lực, bóc lột, bỏ rơi và trẻ em có hoàn cảnh đặc biệt",1721/QĐ-UBND,"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)",Trẻ em (Bộ Y tế),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
45,1.004941.000.00.00.H12,"Đăng ký nhận chăm sóc thay thế cho trẻ em đối với cá nhân, người đại diện gia đình nhận chăm sóc thay thế không phải là người thân thích của trẻ em",1721/QĐ-UBND,Công dân Việt Nam,Trẻ em (Bộ Y tế),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
46,2.001944.000.00.00.H12,"Thông báo nhận chăm sóc thay thế cho trẻ em đối với cá nhân, người đại diện gia đình nhận chăm sóc thay thế là người thân thích của trẻ em",1721/QĐ-UBND,Công dân Việt Nam,Trẻ em (Bộ Y tế),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
47,2.001942.000.00.00.H12,"Chuyển trẻ em đang được chăm sóc thay thế tại cơ sở trợ giúp xã hội đến cá nhân, gia đình nhận chăm sóc thay thế",1721/QĐ-UBND,"Công dân Việt Nam; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX)",Trẻ em (Bộ Y tế),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
46,1.007867,Cấp lại biển số nhà theo nhu cầu của chủ sở hữu hoặc người quản lý sử dụng nhà,"155/QĐ-UBND (TTHC đặc thù, SXD)","Công dân Việt Nam, Tổ chức (không bao gồm doanh nghiệp, HTX)",Hoạt động xây dựng,UBND tỉnh Cà Mau,Cấp Xã,Công khai,01 bảng đăng ký gắn lại biển số nhà (bản chính theo mẫu)	,1.007867/Phụ lục 03.docx,Phụ lục 03.docx
47,1.002407.000.00.00.H12,"Xét, cấp học bổng chính sách",1724/QĐ-UBND,Công dân Việt Nam,Giáo dục và Đào tạo thuộc hệ thống giáo dục quốc dân,UBND tỉnh Cà Mau,Cấp Xã,Công khai,Đơn đề nghị (Theo Mẫu số 02; Mẫu số 03 tại Phụ lục ban hành kèm theo Nghị định số 84/2020/NĐ-CP).	,1.002407.000.00.00.H12/Mẫu số 02_84ND2020.docx,Mẫu số 02_84ND2020.docx
,,,,,,,,,,1.002407.000.00.00.H12/Mẫu số 03_84ND2020.docx,Mẫu số 03_84ND2020.docx
48,1.001766.000.00.00.H12,Thủ tục đăng ký khai tử có yếu tố nước ngoài,1242/QĐ-UBND,Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài,Hộ tịch (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
49,2.000806.000.00.00.H12,Thủ tục đăng ký kết hôn có yếu tố nước ngoài,1242/QĐ-UBND,Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài,Hộ tịch (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
50,2.000528.000.00.00.H12,Thủ tục đăng ký khai sinh có yếu tố nước ngoài,1242/QĐ-UBND,Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài,Hộ tịch (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
51,1.000689.000.00.00.H12,"Thủ tục đăng ký khai sinh kết hợp đăng ký nhận cha, mẹ, con",1242/QĐ-UBND,Công dân Việt Nam,Hộ tịch (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,"Tờ khai đăng ký nhận cha, mẹ, con theo mẫu",1.000689.000.00.00.H12/6.TKngknhnCMC.doc,6.TKngknhnCMC.docx
,,,,,,,,,Tờ khai đăng ký khai sinh theo mẫu,1.000689.000.00.00.H12/1.Tkngkkhaisinh.docx,1.Tkngkkhaisinh.docx
52,1.001669.000.00.00.H12,Thủ tục đăng ký giám hộ có yếu tố nước ngoài,1242/QĐ-UBND,Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài,Hộ tịch (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
53,2.000756.000.00.00.H12,Thủ tục đăng ký chấm dứt giám hộ có yếu tố nước ngoài,1242/QĐ-UBND,Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài,Hộ tịch (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
54,2.000554.000.00.00.H12,"Thủ tục ghi vào Sổ hộ tịch việc ly hôn, hủy việc kết hôn của công dân Việt Nam đã được giải quyết tại cơ quan có thẩm quyền của nước ngoài",1242/QĐ-UBND,Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài,Hộ tịch (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
55,2.000547.000.00.00.H12,"Thủ tục ghi vào Sổ hộ tịch việc hộ tịch khác của công dân Việt Nam đã được giải quyết tại cơ quan có thẩm quyền của nước ngoài (khai sinh; giám hộ; nhận cha, mẹ, con; xác định cha, mẹ, con; nuôi con nuôi; khai tử; thay đổi hộ tịch)",1242/QĐ-UBND,Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài,Hộ tịch (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
56,2.002189.000.00.00.H12,Thủ tục ghi vào Sổ hộ tịch việc kết hôn của công dân Việt Nam đã được giải quyết tại cơ quan có thẩm quyền của nước ngoài,1242/QĐ-UBND,Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài,Hộ tịch (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
57,1.000893.000.00.00.H12,"Thủ tục đăng ký khai sinh có yếu tố nước ngoài cho người đã có hồ sơ, giấy tờ cá nhân",1242/QĐ-UBND,Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài,Hộ tịch (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
58,2.000513.000.00.00.H12,Thủ tục đăng ký lại kết hôn có yếu tố nước ngoài,1242/QĐ-UBND,Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài,Hộ tịch (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
59,2.000497.000.00.00.H12,Thủ tục đăng ký lại khai tử có yếu tố nước ngoài,1242/QĐ-UBND,Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài,Hộ tịch (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
60,2.000779.000.00.00.H12,"Thủ tục đăng ký nhận cha, mẹ, con có yếu tố nước ngoài",1242/QĐ-UBND,Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài,Hộ tịch (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
61,2.000748.000.00.00.H12,"Thủ tục thay đổi, cải chính, bổ sung thông tin hộ tịch, xác định lại dân tộc có yếu tố nước ngoài",1242/QĐ-UBND,Công dân Việt Nam,Hộ tịch (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
62,2.000522.000.00.00.H12,Thủ tục đăng ký lại khai sinh có yếu tố nước ngoài,1242/QĐ-UBND,Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài,Hộ tịch (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
63,2.000992.000.00.00.H12,Chứng thực chữ ký người dịch mà người dịch là cộng tác viên dịch thuật của Ủy ban nhân dân cấp xã,1315/QĐ-UBND,Công dân Việt Nam,Chứng thực (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
64,2.001008.000.00.00.H12,Thủ tục chứng thực chữ ký người dịch mà người dịch không phải là cộng tác viên dịch thuật,1315/QĐ-UBND,Công dân Việt Nam,Chứng thực (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
65,2.001255.000.00.00.H12,Đăng ký lại việc nuôi con nuôi trong nước,1245/QĐ-UBND,Công dân Việt Nam,Nuôi con nuôi (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
66,2.002165.000.00.00.H12,Giải quyết yêu cầu bồi thường tại cơ quan trực tiếp quản lý người thi hành công vụ gây thiệt hại (cấp xã),1247/QĐ-UBND,"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài; Cán bộ, công chức, viên chức; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã",Bồi thường nhà nước (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
67,1.005461.000.00.00.H12,Đăng ký lại khai tử,1242/QĐ-UBND,Công dân Việt Nam,Hộ tịch (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
68,1.004884.000.00.00.H12,Thủ tục đăng ký lại khai sinh,1242/QĐ-UBND,Công dân Việt Nam,Hộ tịch (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,"Tờ khai đăng ký lại khai sinh theo mẫu, trong đó có cam đoan của người yêu cầu về việc đã nộp đủ các giấy tờ hiện có (nếu người có yêu cầu lựa chọn nộp hồ sơ theo hình thức trực tiếp hoặc gửi hồ sơ qua hệ thống bưu chính);",1.004884.000.00.00.H12/14. TK đăng ký lại khai sinh.doc,14. TK đăng ký lại khai sinh.docx
69,1.004873.000.00.00.H12,Thủ tục cấp Giấy xác nhận tình trạng hôn nhân,1242/QĐ-UBND,Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài,Hộ tịch (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,Tờ khai cấp Giấy xác nhận tình trạng hôn nhân (nếu người có yêu cầu lựa chọn nộp hồ sơ theo hình thức trực tiếp);,1.004873.000.00.00.H12/19.DTTT-CpgiyXNTThnnhn.docx,19.DTTT-CpgiyXNTThnnhn.docx
70,1.004859.000.00.00.H12,"Thủ tục thay đổi, cải chính, bổ sung thông tin hộ tịch, xác định lại dân tộc",1242/QĐ-UBND,Công dân Việt Nam,Hộ tịch (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,"Tờ khai đăng ký thay đổi, cải chính, bổ sung thông tin hộ tịch, xác định lại dân tộc theo mẫu (nếu người có yêu cầu lựa chọn nộp hồ sơ theo hình thức trực tiếp hoặc gửi hồ sơ qua hệ thống bưu chính);",1.004859.000.00.00.H12/17.TKthaydoicaichinhbosunghotichxadinhlaidantoc.doc,17.TKthaydoicaichinhbosunghotichxadinhlaidantoc.docx
